app_id,title,description
721,Businesses of all sizes,Drop shipment support where you do not actually stock the inventory you sell
722,Increase conversion rates,Make an offer has proven to increase sales and conversion rates by initiating customer engagement on product price.
722,Fights cart abandonment,You can activate an exit make an offer popup on the cart page to ensure you have that final engagement with your customers to make a sale.
722,Automated response,We offer response automation option that automatically and instantly responds to customer offers based on discount rules that you set
723,Save precious time,Save you and your team hours by using our bulk image resizer. No more manual image editing and photo resizing.
723,Look more professional,Start with product images that are all uniform and the same size to make your store look professional.
723,Automatic,"This app will analyze all your photos, let you know which ones need resizing and replace them all automatically."
724,Add Stunning Filters to Photos,"Resize, reshape, and re-imagine your images with gorgeous Instagram-style filters."
724,Protect and Personalize,Protect your images with custom watermarks or disabled right-click. Personalize images with custom captions and animation controls.
724,Free stock images,Find free stock images for your site and easily edit them in Photo Editor.
725,Start Selling in Minutes.,Start selling custom printed boutique-quality jewelry in minutes. Make big profits with no upfront costs.
725,No Manual Work,"Easily integrate into your store. All orders are automatically fulfilled with best in class delivery times. You sell, we do the rest."
725,No Minimums or Limits,Create unlimited products with your artwork and sell to your customers. There are no minimum order quantities and no commitments.
726,Automated Abandon Tracking,Track the abandonment of shopping carts on the your site.
726,Automated Email Campaigns,Setup unlimited email campaigns for cart abandonment and promotional emails.
726,Rule Based Discount,Rule based discounts that will be added in cart abandon email.
727,Location-Targeted Banners,Increase your revenue with targeted banners that won't annoy your customers
727,Local Store Marketing,Leverage your Shopify store for Local Store Marketing
727,Promote Your Retail Store,Promote your retail store to the customers who care
728,Increase Sales,"Influencers bring customers to your store in exchange for rewards. You get more leads & sales, they get something in return. It's win win"
728,Grow your brand,Online ads are expensive and competitive. influencer marketing is an efficient strategy to replace or supplement your ads.
728,Measure Success,Track the performance of your influencers and visualise how well your influencer marketing program is performing.
729,Quick & easy setup,"Hassle free setup, with no technical knowledge necessary. 
The app'd dashboard offers real-time preview, to give you full control."
729,Package delivery date picker,"Let your customers choose package delivery on special occasions like anniversaries, birthdays, or as a general surprise gift delivery."
729,Advanced delivery calendar,"Define specific package pickup rules- minimum and maximum delivery time intervals, available dates and more."
730,All-in-one Tool,"One tool for feed and marketplace management, order synchronization, analytics integration and Text Ads generation."
